property_type,neighbourhood,city,gps_lat,gps_lon,infra_zone,length_m,width_m,area_m2,num_bedrooms,num_bathrooms,floor_level,shared_wc,has_parking,has_generator,has_water_meter,fiber_internet,security_gate,standby_power_kva,road_frontage_m,shopfront_quality,loading_bay,near_school,near_market,near_hospital,near_highway,near_university,structural_quality,condition_score,build_year,flood_risk,noise_level,title_type,advance_months,estimated_rent
apartment,mvog_mbi,yaounde,3.850144,11.503257,IV,15.0,8.0,120.0,2,2,1,1,0,0,1,1,1,0.0,0.0,0,0,1,0,0,0,1,10,10,1986,0,4,occupation,3,201000
apartment,ngousso,yaounde,3.892352,11.537084,I,5.0,4.0,20.0,4,2,1,0,0,1,1,0,0,0.0,0.0,0,0,0,1,0,1,1,8,5,2006,0,7,none,6,235500
apartment,nlongkak,yaounde,3.866881,11.506741,III,15.0,11.0,165.0,3,1,1,0,1,1,0,0,0,0.0,0.0,0,0,0,1,1,0,0,8,5,2018,0,1,foncier,6,354000
studio,logpom,douala,4.08157,9.721261,II,4.0,4.0,16.0,1,1,0,1,0,0,0,0,1,0.0,0.0,0,0,1,1,0,1,1,10,10,2006,0,2,occupation,3,105500
apartment,nkol_foulou,yaounde,3.818142,11.476788,V,8.0,9.0,72.0,2,1,3,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,8,4,1994,0,10,foncier,3,97000
shop,yassa,douala,4.032509,9.780731,II,14.0,4.0,56.0,0,1,0,0,1,0,1,0,0,0.0,3.0,5,0,1,1,0,1,1,4,4,2020,1,7,occupation,6,271000
house,ndogpassi,douala,4.089338,9.742837,III,20.0,7.0,140.0,5,2,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,4,8,1997,1,7,foncier,6,249500
house,deido,douala,4.056259,9.707802,V,8.0,10.0,80.0,4,3,0,0,1,0,1,0,0,0.0,0.0,0,0,0,1,0,1,1,8,5,2012,0,5,none,2,177500
store,deido,douala,4.059423,9.706086,II,13.0,19.0,247.0,0,1,0,0,1,1,1,1,0,0.0,6.0,5,0,1,1,0,0,0,9,3,1981,0,3,occupation,3,696500
studio,bonapriso,douala,4.037939,9.689114,II,7.0,3.0,21.0,1,1,0,0,0,1,1,1,1,0.0,0.0,0,0,1,0,1,1,0,8,8,1985,0,9,occupation,6,257500
house,ekounou,yaounde,3.812972,11.549504,IV,8.0,6.0,48.0,2,2,0,0,1,0,1,1,0,0.0,0.0,0,0,1,0,0,1,1,6,6,2019,1,9,occupation,2,73000
apartment,essos,yaounde,3.876031,11.534282,III,7.0,4.0,28.0,4,2,3,1,0,1,1,1,1,0.0,0.0,0,0,1,1,0,1,0,10,6,1977,0,4,occupation,3,210500
office,bonanjo,douala,4.046278,9.699454,V,10.0,6.0,60.0,0,1,1,0,0,1,1,0,1,0.0,19.0,0,0,1,1,1,1,1,7,10,2005,1,2,occupation,1,370500
house,ekounou,yaounde,3.80794,11.545535,III,6.0,10.0,60.0,5,2,0,0,1,0,1,0,1,0.0,0.0,0,0,1,1,0,1,0,3,4,1982,0,10,none,6,171000
house,bonaberi,douala,4.052238,9.661485,I,9.0,6.0,54.0,2,1,0,0,0,1,1,0,1,0.0,0.0,0,0,0,1,0,1,1,6,7,2013,1,3,occupation,1,148000
apartment,yassa,douala,4.032215,9.783695,III,8.0,8.0,64.0,4,2,4,0,0,1,1,0,0,0.0,0.0,0,0,0,0,1,0,0,8,7,2010,0,6,occupation,2,201500
land,omnisport,yaounde,3.866864,11.522616,III,59.0,45.0,2655.0,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,1,1,0,0,1,10,9,2007,0,5,occupation,3,493500
house,mvog_mbi,yaounde,3.858934,11.506512,III,20.0,9.0,180.0,2,2,0,0,0,1,1,0,0,0.0,0.0,0,0,1,1,1,1,0,9,8,1999,0,10,foncier,6,324500
house,nlongkak,yaounde,3.864607,11.514525,II,13.0,10.0,130.0,4,2,0,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,7,6,2020,0,8,foncier,6,375000
house,nkoldongo,yaounde,3.829618,11.485439,V,17.0,13.0,221.0,4,2,0,0,0,0,1,0,1,0.0,0.0,0,0,0,1,1,0,0,9,8,1977,0,10,foncier,6,228500
house,bonanjo,douala,4.046122,9.691637,IV,20.0,8.0,160.0,4,1,0,0,1,0,0,1,1,0.0,0.0,0,0,0,1,0,0,1,8,6,2005,0,9,occupation,6,333000
apartment,cite_sic,douala,4.069573,9.728952,II,13.0,7.0,91.0,2,1,4,1,1,0,1,0,0,0.0,0.0,0,0,0,1,0,0,0,6,10,2015,0,10,foncier,3,227500
land,deido,douala,4.057994,9.713314,II,22.0,25.0,550.0,0,0,0,0,0,1,1,0,1,0.0,0.0,0,0,1,0,0,1,1,6,3,1999,0,1,none,6,132000
apartment,nyalla,douala,4.099832,9.75618,IV,14.0,9.0,126.0,3,1,3,0,0,1,1,0,0,0.0,0.0,0,0,1,0,1,0,1,8,7,1975,0,5,none,3,191500
apartment,ngousso,yaounde,3.895837,11.5338,V,10.0,10.0,100.0,3,2,4,0,0,1,1,0,1,0.0,0.0,0,0,0,1,0,1,0,3,10,2001,0,4,occupation,1,170000
house,ngousso,yaounde,3.892096,11.534405,II,15.0,6.0,90.0,2,2,0,0,0,1,1,0,0,0.0,0.0,0,0,0,1,0,1,0,4,10,1982,0,8,occupation,1,230500
house,ekounou,yaounde,3.814354,11.55369,III,14.0,14.0,196.0,3,2,0,0,0,1,0,1,0,0.0,0.0,0,0,0,1,0,1,1,7,6,2017,0,10,occupation,6,252000
apartment,nkol_foulou,yaounde,3.815612,11.476111,I,14.0,7.0,98.0,3,2,2,0,0,0,1,1,0,0.0,0.0,0,0,0,1,0,0,0,9,5,1995,0,10,none,2,212000
apartment,nkol_foulou,yaounde,3.822705,11.478833,II,13.0,10.0,130.0,2,2,2,1,0,0,0,0,1,0.0,0.0,0,0,0,1,0,1,0,6,9,2013,0,1,none,3,216500
office,logpom,douala,4.075132,9.719868,IV,10.0,6.0,60.0,0,2,3,0,1,0,1,1,0,0.0,10.0,5,0,1,0,0,0,0,4,7,2023,0,1,none,6,236000
warehouse,makepe,douala,4.077117,9.734322,IV,50.0,16.0,800.0,0,0,0,0,1,1,1,0,0,10.0,15.0,2,1,1,1,1,0,0,8,3,2017,1,1,foncier,2,539000
shop,mvog_mbi,yaounde,3.851133,11.503037,IV,12.0,4.0,48.0,0,0,0,0,1,1,1,0,0,0.0,12.0,1,0,0,1,0,0,1,10,4,2014,0,10,occupation,6,281000
apartment,odza,yaounde,3.934013,11.562564,IV,5.0,11.0,55.0,4,2,2,0,1,1,1,0,0,0.0,0.0,0,0,0,1,0,1,0,9,8,1994,1,8,none,3,162500
studio,omnisport,yaounde,3.865936,11.518386,IV,6.0,3.0,18.0,1,1,2,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,0,10,9,1983,0,3,none,3,190500
apartment,olembe,yaounde,3.953882,11.491739,III,5.0,9.0,45.0,3,2,3,0,1,0,1,0,0,0.0,0.0,0,0,1,0,1,0,1,3,3,1984,0,5,occupation,3,159000
studio,akwa,douala,4.050118,9.701074,IV,7.0,3.0,21.0,1,1,1,0,0,0,1,0,0,0.0,0.0,0,0,1,1,0,0,1,10,7,2020,0,9,foncier,3,136000
apartment,deido,douala,4.060688,9.70645,IV,9.0,6.0,54.0,3,2,4,0,0,0,1,0,1,0.0,0.0,0,0,1,1,0,0,0,5,3,2012,0,7,none,3,180000
apartment,mvog_mbi,yaounde,3.859508,11.509615,III,9.0,5.0,45.0,5,1,5,1,0,1,1,0,0,0.0,0.0,0,0,1,0,0,0,1,3,4,1993,0,5,foncier,2,187000
studio,olembe,yaounde,3.951713,11.493817,IV,4.0,4.0,16.0,1,1,0,0,1,0,1,1,1,0.0,0.0,0,0,1,1,0,0,1,6,8,1986,0,3,occupation,1,92000
studio,bonaberi,douala,4.059378,9.655941,II,5.0,6.0,30.0,1,1,1,0,1,0,1,0,1,0.0,0.0,0,0,0,1,1,0,0,9,3,2008,0,5,occupation,3,111000
apartment,bonanjo,douala,4.046468,9.696804,III,5.0,8.0,40.0,3,1,2,0,0,1,1,1,0,0.0,0.0,0,0,1,0,1,1,0,4,5,2011,0,7,none,3,252000
shop,melen,yaounde,3.913083,11.537943,III,14.0,3.0,42.0,0,1,0,0,1,0,1,0,0,0.0,19.0,2,0,0,0,0,0,1,8,4,1999,0,5,foncier,2,289500
house,melen,yaounde,3.908185,11.542509,I,7.0,6.0,42.0,4,2,0,0,1,1,1,1,0,0.0,0.0,0,0,1,1,0,0,1,3,4,1982,0,5,occupation,3,233500
apartment,ekounou,yaounde,3.806884,11.546094,II,12.0,4.0,48.0,2,2,1,0,1,0,0,1,0,0.0,0.0,0,0,1,1,0,1,1,10,7,1993,0,4,occupation,3,200500
house,logpom,douala,4.081078,9.718269,I,13.0,17.0,221.0,5,1,0,0,1,0,1,1,0,0.0,0.0,0,0,1,0,0,1,0,8,3,2019,0,1,none,2,397000
apartment,deido,douala,4.059242,9.709253,III,6.0,8.0,48.0,2,1,3,1,1,0,1,0,0,0.0,0.0,0,0,1,0,1,0,0,10,3,2019,0,3,none,6,181000
house,ndogpassi,douala,4.085539,9.749414,III,10.0,6.0,60.0,4,1,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,0,10,7,2005,0,7,occupation,3,211500
house,ndogpassi,douala,4.093229,9.742653,V,14.0,8.0,112.0,3,1,0,0,1,1,1,0,0,0.0,0.0,0,0,0,0,1,1,1,10,5,2012,0,3,occupation,1,144000
house,essos,yaounde,3.877001,11.530428,I,11.0,17.0,187.0,4,2,0,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,0,0,8,6,2022,0,9,none,3,407500
store,odza,yaounde,3.930162,11.559792,V,11.0,18.0,198.0,0,0,0,0,1,0,1,0,1,0.0,8.0,4,0,0,1,0,1,1,9,4,1977,1,3,none,1,255500
house,biyem_assi,yaounde,3.849018,11.491555,V,8.0,13.0,104.0,4,2,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,1,0,0,4,5,1992,1,4,foncier,3,128500
house,yassa,douala,4.03218,9.778033,III,12.0,17.0,204.0,3,2,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,1,8,9,1993,0,5,occupation,2,288000
office,nkol_foulou,yaounde,3.82123,11.479257,II,11.0,14.0,154.0,0,2,2,0,1,1,1,0,1,0.0,4.0,0,0,1,1,0,1,0,10,3,2004,1,6,occupation,3,485500
office,nkol_foulou,yaounde,3.820535,11.478546,IV,18.0,16.0,288.0,0,2,1,0,1,1,1,1,1,0.0,6.0,3,0,0,1,0,1,0,9,6,2020,0,8,occupation,6,720000
house,makepe,douala,4.079518,9.732755,IV,11.0,13.0,143.0,4,1,0,0,1,1,0,0,1,0.0,0.0,0,0,0,1,0,0,0,5,7,1981,0,1,foncier,3,229500
studio,nkoldongo,yaounde,3.825354,11.483494,IV,6.0,6.0,36.0,1,1,0,0,0,1,1,0,1,0.0,0.0,0,0,0,1,0,0,0,3,8,1976,0,3,none,6,103000
apartment,biyem_assi,yaounde,3.849069,11.488018,IV,7.0,6.0,42.0,2,1,2,0,1,0,1,0,0,0.0,0.0,0,0,1,1,1,1,0,10,3,1996,0,2,occupation,1,137500
shop,nkol_foulou,yaounde,3.82001,11.482847,III,3.0,3.0,9.0,0,0,0,0,1,0,1,0,1,0.0,5.0,3,0,1,1,1,1,0,4,5,2020,0,2,none,2,130500
house,bonanjo,douala,4.048215,9.690629,III,21.0,16.0,336.0,4,1,0,1,0,1,1,0,0,0.0,0.0,0,0,0,1,0,0,1,5,9,1990,0,3,foncier,6,528500
office,deido,douala,4.062556,9.714762,I,16.0,15.0,240.0,0,1,4,0,1,0,1,1,1,10.0,18.0,5,0,1,0,0,1,0,3,8,1996,0,10,occupation,3,1144500
apartment,nlongkak,yaounde,3.868605,11.505177,IV,14.0,8.0,112.0,4,2,1,0,1,1,1,0,1,0.0,0.0,0,0,0,1,1,1,0,8,10,2023,0,1,occupation,3,292000
studio,akwa,douala,4.044799,9.700322,IV,7.0,5.0,35.0,1,1,0,1,0,1,1,0,0,0.0,0.0,0,0,0,1,0,0,1,3,8,1994,0,6,occupation,3,108500
apartment,olembe,yaounde,3.954587,11.490028,IV,14.0,5.0,70.0,2,1,4,0,1,1,1,0,1,0.0,0.0,0,0,1,0,0,0,1,8,5,1991,0,4,occupation,6,167000
house,makepe,douala,4.076868,9.73045,IV,21.0,16.0,336.0,2,3,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,6,8,1991,1,10,none,1,315000
house,nkoldongo,yaounde,3.832716,11.48319,III,12.0,15.0,180.0,4,2,0,0,1,1,0,1,0,0.0,0.0,0,0,1,1,0,1,0,8,4,2018,1,2,occupation,3,270000
house,bastos,yaounde,3.877292,11.510128,II,12.0,12.0,144.0,6,3,0,0,1,0,1,1,1,0.0,0.0,0,0,0,1,1,0,1,10,3,1995,1,10,foncier,3,564000
apartment,ekounou,yaounde,3.807322,11.554506,II,5.0,4.0,20.0,3,2,3,1,1,1,1,0,0,0.0,0.0,0,0,0,1,0,1,1,10,6,1979,1,9,occupation,1,127000
land,nyalla,douala,4.103285,9.756793,II,25.0,12.0,300.0,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,1,0,0,0,9,9,2022,0,9,occupation,2,126000
office,mvog_mbi,yaounde,3.851531,11.508989,I,7.0,10.0,70.0,0,1,2,0,1,1,1,1,1,0.0,6.0,2,0,1,1,0,1,0,6,8,1975,1,2,occupation,3,406500
studio,makepe,douala,4.077015,9.732336,II,6.0,3.0,18.0,1,1,0,1,1,0,1,0,0,0.0,0.0,0,0,1,1,0,0,0,5,3,2012,0,7,none,3,62500
studio,ngousso,yaounde,3.890529,11.53616,III,8.0,6.0,48.0,1,1,1,0,1,1,1,0,1,0.0,0.0,0,0,0,0,0,0,0,4,9,1982,0,3,foncier,3,191000
warehouse,bonaberi,douala,4.055981,9.659818,III,22.0,20.0,440.0,0,0,0,0,1,1,1,0,0,50.0,4.0,5,0,1,0,0,1,0,3,6,1996,0,2,occupation,2,451500
land,makepe,douala,4.079957,9.73181,IV,8.0,36.0,288.0,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,1,1,1,0,0,8,3,1988,1,7,occupation,2,43500
warehouse,bastos,yaounde,3.875904,11.509708,IV,15.0,25.0,375.0,0,0,0,0,1,1,1,1,0,10.0,11.0,3,1,1,1,0,1,0,10,8,2000,0,8,occupation,3,488500
house,bastos,yaounde,3.876815,11.507287,I,21.0,7.0,147.0,3,2,0,0,0,0,1,0,0,0.0,0.0,0,0,0,1,0,1,1,9,10,2001,0,7,occupation,1,572000
warehouse,akwa,douala,4.043324,9.704494,III,24.0,11.0,264.0,0,0,0,0,1,1,1,0,0,0.0,5.0,0,1,0,1,1,1,1,5,4,2001,0,5,foncier,6,300000
warehouse,bastos,yaounde,3.882022,11.509959,V,21.0,35.0,735.0,0,0,0,0,1,1,1,0,0,30.0,18.0,4,0,0,0,0,1,1,6,8,1985,0,4,occupation,6,588000
warehouse,bonaberi,douala,4.052179,9.655913,II,21.0,35.0,735.0,0,0,0,0,0,0,1,0,1,30.0,15.0,0,0,1,1,0,0,0,9,10,1982,0,5,occupation,1,650000
store,ekounou,yaounde,3.805775,11.549073,I,10.0,19.0,190.0,0,1,0,0,1,0,1,1,1,0.0,16.0,0,0,0,0,0,1,1,8,9,2022,0,2,foncier,2,565000
apartment,biyem_assi,yaounde,3.850622,11.487544,II,13.0,9.0,117.0,2,1,3,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,0,7,6,1975,0,8,occupation,3,283500
studio,bonapriso,douala,4.035188,9.685146,IV,7.0,6.0,42.0,1,1,3,1,0,1,0,1,0,0.0,0.0,0,0,0,1,0,1,0,4,4,1980,1,1,none,3,113500
house,nlongkak,yaounde,3.865349,11.505719,III,6.0,14.0,84.0,5,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,1,1,5,3,1977,1,10,occupation,2,202000
shop,nyalla,douala,4.104925,9.755759,IV,12.0,7.0,84.0,0,0,0,0,1,1,1,0,1,0.0,19.0,2,0,0,1,0,1,0,9,5,2000,0,4,occupation,3,389500
studio,akwa,douala,4.047258,9.696592,V,5.0,5.0,25.0,1,1,0,0,0,0,1,1,1,0.0,0.0,0,0,1,1,1,1,1,6,7,2019,1,5,none,1,99000
apartment,omnisport,yaounde,3.871544,11.517007,III,9.0,9.0,81.0,2,1,3,0,0,0,0,0,1,0.0,0.0,0,0,1,1,0,0,1,9,4,2000,0,3,occupation,3,287500
studio,nlongkak,yaounde,3.864328,11.513248,V,4.0,4.0,16.0,1,1,1,0,1,1,1,1,0,0.0,0.0,0,0,1,1,0,0,1,3,5,1998,0,7,occupation,1,87500
house,odza,yaounde,3.931424,11.563913,IV,12.0,9.0,108.0,4,3,0,0,0,0,1,0,1,0.0,0.0,0,0,0,1,0,0,0,5,3,2007,0,10,none,6,114500
house,yassa,douala,4.029167,9.780827,III,21.0,8.0,168.0,4,3,0,1,1,1,0,0,0,0.0,0.0,0,0,1,1,0,1,0,5,6,2022,0,7,occupation,3,250000
house,deido,douala,4.062204,9.711086,III,12.0,10.0,120.0,4,1,0,0,0,0,1,0,1,0.0,0.0,0,0,1,0,0,0,1,10,10,1999,0,8,none,3,302500
house,nkol_foulou,yaounde,3.819511,11.476046,II,19.0,9.0,171.0,3,2,0,0,0,0,1,1,1,0.0,0.0,0,0,1,0,0,1,0,8,4,1977,0,8,occupation,6,273500
house,makepe,douala,4.077823,9.732143,V,11.0,15.0,165.0,4,2,0,0,1,0,1,1,1,0.0,0.0,0,0,0,1,1,1,1,6,7,2000,0,5,foncier,3,240000
house,logpom,douala,4.082212,9.722936,V,16.0,9.0,144.0,3,3,0,0,1,0,1,0,0,0.0,0.0,0,0,1,0,0,0,0,5,9,2013,0,3,occupation,3,172500
studio,nlongkak,yaounde,3.86162,11.513141,I,6.0,5.0,30.0,1,1,0,0,0,0,1,0,1,0.0,0.0,0,0,1,0,0,0,1,9,9,1994,0,9,occupation,6,185500
store,nkol_foulou,yaounde,3.818067,11.479826,II,22.0,7.0,154.0,0,0,0,0,1,1,1,1,0,0.0,11.0,4,0,0,0,1,0,0,4,10,2000,1,6,foncier,3,399000
house,ndogpassi,douala,4.092213,9.74704,II,20.0,13.0,260.0,5,1,0,0,0,0,1,1,0,0.0,0.0,0,0,1,1,0,1,1,8,4,2014,0,9,occupation,6,376000
apartment,ndogpassi,douala,4.088295,9.741779,IV,7.0,7.0,49.0,3,1,1,0,0,1,0,1,0,0.0,0.0,0,0,0,1,0,0,0,5,7,2008,0,3,occupation,6,130500
office,nkoldongo,yaounde,3.829626,11.486887,IV,20.0,5.0,100.0,0,2,1,0,1,0,1,0,0,0.0,14.0,0,0,0,1,0,1,1,4,5,1982,0,8,occupation,3,316000
studio,nlongkak,yaounde,3.86705,11.507895,IV,7.0,4.0,28.0,1,1,2,1,0,0,1,0,0,0.0,0.0,0,0,1,1,0,1,0,5,8,2000,0,3,occupation,1,91000
apartment,mvog_mbi,yaounde,3.859109,11.50112,III,10.0,5.0,50.0,3,2,4,0,1,0,0,0,0,0.0,0.0,0,0,1,1,1,1,0,10,6,2000,0,8,none,2,208000
shop,nlongkak,yaounde,3.861766,11.506954,IV,4.0,8.0,32.0,0,0,0,0,0,1,1,0,0,0.0,10.0,2,0,1,1,0,0,0,5,10,1998,0,10,foncier,1,273500
studio,bonaberi,douala,4.052207,9.661564,III,5.0,3.0,15.0,1,1,1,1,0,1,1,0,1,0.0,0.0,0,0,1,1,0,1,1,5,5,2023,1,9,occupation,6,38500
studio,nkol_foulou,yaounde,3.820826,11.476028,V,8.0,5.0,40.0,1,1,0,0,0,1,1,0,0,0.0,0.0,0,0,1,1,1,1,1,3,4,1990,0,8,none,6,66000
apartment,logpom,douala,4.084981,9.724332,V,12.0,8.0,96.0,2,1,4,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,1,0,4,3,1976,0,3,occupation,2,126000
studio,bastos,yaounde,3.879722,11.512575,III,6.0,6.0,36.0,1,1,1,0,0,1,0,1,1,0.0,0.0,0,0,0,1,0,1,1,8,9,2017,0,4,occupation,6,267500
store,olembe,yaounde,3.948033,11.499978,IV,9.0,12.0,108.0,0,0,0,0,1,0,1,1,1,0.0,14.0,2,1,0,1,1,0,0,5,4,1995,0,5,occupation,6,231500
studio,logpom,douala,4.076643,9.717547,II,5.0,6.0,30.0,1,1,2,0,0,1,1,0,0,0.0,0.0,0,0,1,0,1,1,1,9,8,1979,0,3,occupation,6,175500
house,mvog_mbi,yaounde,3.859451,11.506757,III,15.0,12.0,180.0,6,2,0,0,0,0,1,0,0,0.0,0.0,0,0,1,0,0,0,0,8,3,2019,0,3,foncier,6,323000
house,nkoldongo,yaounde,3.832685,11.487936,V,11.0,12.0,132.0,5,2,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0,0,0,3,6,1997,0,10,occupation,6,163500
house,ndogpassi,douala,4.086647,9.746899,IV,8.0,9.0,72.0,4,2,0,1,0,0,0,1,0,0.0,0.0,0,0,0,1,0,1,1,3,5,2003,1,7,none,1,83000
warehouse,ekounou,yaounde,3.813457,11.554116,III,22.0,27.0,594.0,0,0,0,0,1,1,1,1,1,10.0,18.0,4,0,1,0,1,1,0,4,6,2019,0,1,occupation,6,525500
apartment,bonanjo,douala,4.049688,9.698922,II,5.0,11.0,55.0,5,1,1,0,1,1,1,0,0,0.0,0.0,0,0,0,1,0,0,0,9,7,2003,0,4,occupation,3,384500
house,bastos,yaounde,3.883457,11.514553,II,16.0,16.0,256.0,4,2,0,0,1,1,0,1,1,0.0,0.0,0,0,1,0,0,0,1,3,3,2006,1,6,none,1,504500
apartment,bonaberi,douala,4.050356,9.655456,IV,12.0,6.0,72.0,2,1,4,0,1,1,1,0,1,0.0,0.0,0,0,1,1,1,1,0,7,8,1982,0,5,none,3,166000
land,bonapriso,douala,4.030948,9.688643,III,10.0,23.0,230.0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,1,1,0,0,1,10,9,1982,1,9,none,3,88500
apartment,melen,yaounde,3.906699,11.544946,II,8.0,9.0,72.0,2,1,2,0,0,1,1,0,1,0.0,0.0,0,0,0,1,1,1,0,3,10,1999,0,9,occupation,3,207000
land,odza,yaounde,3.93369,11.562437,III,55.0,49.0,2695.0,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,1,1,0,0,3,6,2004,0,3,foncier,6,432000
office,yassa,douala,4.025429,9.784639,IV,12.0,13.0,156.0,0,1,2,0,1,0,1,1,0,0.0,10.0,5,0,0,1,0,1,0,8,9,1988,1,3,foncier,3,448000
shop,nyalla,douala,4.100298,9.755635,IV,5.0,9.0,45.0,0,1,0,0,0,0,1,1,0,0.0,3.0,3,0,0,1,0,1,1,8,6,2023,0,7,occupation,6,214500
land,omnisport,yaounde,3.866167,11.517301,IV,10.0,45.0,450.0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,1,1,1,0,1,8,6,1990,1,9,occupation,1,71000
warehouse,cite_sic,douala,4.061364,9.726443,III,27.0,23.0,621.0,0,0,0,0,1,1,1,0,0,0.0,4.0,0,1,1,0,0,1,1,10,6,1979,1,9,none,6,401500
store,bonanjo,douala,4.04505,9.693186,IV,15.0,13.0,195.0,0,0,0,0,1,0,1,0,1,0.0,6.0,4,0,1,1,1,0,1,5,5,2017,0,8,foncier,3,469000
apartment,nlongkak,yaounde,3.86231,11.511057,II,10.0,4.0,40.0,3,2,2,0,0,0,1,0,1,0.0,0.0,0,0,1,0,0,0,0,3,6,1991,0,3,occupation,3,185500
studio,ngousso,yaounde,3.895586,11.530037,III,4.0,4.0,16.0,1,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,0,1,8,3,2023,0,1,foncier,6,110500
apartment,akwa,douala,4.049275,9.696939,V,12.0,5.0,60.0,2,1,5,0,0,0,0,0,0,0.0,0.0,0,0,1,1,1,1,0,7,6,2022,1,7,occupation,6,151000
store,makepe,douala,4.078905,9.737205,II,9.0,5.0,45.0,0,1,0,0,1,1,1,0,0,0.0,11.0,4,1,1,0,0,0,0,7,7,1985,1,6,none,1,217000
studio,nkoldongo,yaounde,3.830683,11.483752,II,7.0,6.0,42.0,1,1,0,0,0,0,0,0,1,0.0,0.0,0,0,1,0,0,1,0,4,9,2001,0,10,none,6,111500
house,nkol_foulou,yaounde,3.815456,11.484026,I,9.0,11.0,99.0,4,1,0,0,1,1,1,1,1,0.0,0.0,0,0,1,1,0,1,0,9,9,2021,1,9,foncier,2,294500
studio,nkol_foulou,yaounde,3.820454,11.478479,III,7.0,5.0,35.0,1,1,3,0,1,1,0,1,1,0.0,0.0,0,0,1,0,0,1,0,10,7,1991,1,10,occupation,6,144000
house,bonanjo,douala,4.044383,9.691128,IV,6.0,11.0,66.0,2,2,0,0,0,0,1,1,1,0.0,0.0,0,0,0,1,0,0,0,8,9,1983,0,10,none,2,228000
house,melen,yaounde,3.905548,11.537395,III,12.0,9.0,108.0,4,3,0,0,0,1,1,0,0,0.0,0.0,0,0,1,0,0,1,1,10,7,2003,0,6,none,1,249500
house,nyalla,douala,4.100453,9.756431,III,21.0,15.0,315.0,4,1,0,0,1,1,1,1,1,0.0,0.0,0,0,1,1,0,0,0,8,9,1982,0,7,foncier,6,413000
studio,melen,yaounde,3.912355,11.542249,IV,5.0,5.0,25.0,1,1,0,1,1,0,0,0,1,0.0,0.0,0,0,0,1,0,1,0,8,3,1987,0,8,none,1,32000
apartment,odza,yaounde,3.927674,11.56069,I,11.0,4.0,44.0,2,2,2,0,1,0,1,0,1,0.0,0.0,0,0,1,1,0,1,1,7,4,1984,0,10,none,2,191500
apartment,deido,douala,4.06447,9.706785,III,7.0,4.0,28.0,2,2,1,0,1,1,0,0,0,0.0,0.0,0,0,0,1,0,0,1,9,5,2019,0,3,foncier,3,216500
studio,nlongkak,yaounde,3.863715,11.507495,III,8.0,3.0,24.0,1,1,1,0,1,1,1,0,1,0.0,0.0,0,0,0,1,0,0,1,7,9,1995,0,5,none,2,178500
studio,cite_sic,douala,4.067158,9.724841,II,4.0,3.0,12.0,1,1,1,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,1,1,4,7,1981,0,7,foncier,3,102500
studio,melen,yaounde,3.911665,11.544185,II,5.0,4.0,20.0,1,1,0,0,1,1,1,1,0,0.0,0.0,0,0,1,1,1,1,1,5,7,1983,1,3,occupation,6,132000
store,olembe,yaounde,3.952487,11.499491,III,8.0,5.0,40.0,0,0,0,0,1,0,1,0,1,0.0,17.0,0,1,0,1,0,1,0,3,6,1994,0,3,occupation,1,162000
land,bonapriso,douala,4.032232,9.683405,III,15.0,19.0,285.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,0,1,0,1,0,4,4,2021,0,9,none,3,82500
house,omnisport,yaounde,3.873014,11.517795,I,13.0,12.0,156.0,2,3,0,0,1,0,1,1,1,0.0,0.0,0,0,1,1,0,0,1,4,10,1995,0,2,none,2,464500
apartment,essos,yaounde,3.880109,11.531214,IV,15.0,5.0,75.0,3,2,1,0,1,0,1,0,0,0.0,0.0,0,0,1,0,1,1,0,10,6,1995,0,1,foncier,6,221500
house,olembe,yaounde,3.94966,11.495411,II,21.0,12.0,252.0,4,1,0,0,1,1,1,0,0,0.0,0.0,0,0,1,0,1,0,0,8,5,2013,0,5,foncier,6,370500
apartment,odza,yaounde,3.929231,11.556356,III,11.0,7.0,77.0,2,2,2,0,1,0,1,0,1,0.0,0.0,0,0,0,1,0,0,0,10,7,1985,1,9,none,2,121500
